ts,open,high,low,close,volume
2025-05-12 08:00:00,21002.0,21047.0,20984.0,21029.0,9932
2025-05-12 09:00:00,21026.0,21129.0,20978.0,21093.0,26308
2025-05-12 10:00:00,21093.0,21133.0,21065.0,21079.0,9752
2025-05-12 11:00:00,21078.0,21090.0,21003.0,21041.0,11203
2025-05-12 12:00:00,21040.0,21070.0,21024.0,21051.0,5286
2025-05-12 13:00:00,21051.0,21078.0,21034.0,21066.0,4282
2025-05-12 15:00:00,21074.0,21448.0,21068.0,21363.0,30481
2025-05-12 16:00:00,21363.0,21418.0,21335.0,21389.0,8247
2025-05-12 17:00:00,21389.0,21420.0,21380.0,21402.0,3967
2025-05-12 18:00:00,21402.0,21435.0,21377.0,21399.0,4380
2025-05-12 19:00:00,21399.0,21407.0,21364.0,21375.0,3569
2025-05-12 20:00:00,21375.0,21417.0,21373.0,21390.0,3124
2025-05-12 21:00:00,21389.0,21432.0,21316.0,21332.0,14887
2025-05-12 22:00:00,21332.0,21391.0,21295.0,21358.0,15187
2025-05-12 23:00:00,21359.0,21407.0,21349.0,21384.0,6956
2025-05-13 00:00:00,21385.0,21480.0,21380.0,21474.0,6835
2025-05-13 01:00:00,21474.0,21502.0,21458.0,21465.0,5022
2025-05-13 02:00:00,21465.0,21488.0,21455.0,21456.0,1486
2025-05-13 03:00:00,21456.0,21475.0,21427.0,21466.0,1900
2025-05-13 04:00:00,21468.0,21497.0,21465.0,21497.0,1575
2025-05-13 05:00:00,21496.0,21500.0,21489.0,21493.0,155
2025-05-13 08:00:00,21421.0,21494.0,21406.0,21490.0,6473
2025-05-13 09:00:00,21490.0,21519.0,21411.0,21429.0,22128
2025-05-13 10:00:00,21429.0,21477.0,21326.0,21342.0,17530
2025-05-13 11:00:00,21341.0,21373.0,21287.0,21342.0,10783
2025-05-13 12:00:00,21344.0,21355.0,21314.0,21337.0,4634
2025-05-13 13:00:00,21337.0,21359.0,21328.0,21358.0,4789
2025-05-13 15:00:00,21339.0,21365.0,21339.0,21351.0,2828
2025-05-13 16:00:00,21351.0,21352.0,21319.0,21333.0,3088
2025-05-13 17:00:00,21332.0,21387.0,21314.0,21375.0,4031
2025-05-13 18:00:00,21374.0,21389.0,21360.0,21379.0,3346
2025-05-13 19:00:00,21379.0,21414.0,21368.0,21390.0,5144
2025-05-13 20:00:00,21391.0,21483.0,21381.0,21444.0,8576
2025-05-13 21:00:00,21445.0,21511.0,21412.0,21502.0,12137
2025-05-13 22:00:00,21502.0,21657.0,21490.0,21655.0,19426
2025-05-13 23:00:00,21655.0,21689.0,21633.0,21689.0,10116
2025-05-14 00:00:00,21689.0,21704.0,21591.0,21684.0,9873
2025-05-14 01:00:00,21684.0,21722.0,21662.0,21666.0,4864
2025-05-14 02:00:00,21666.0,21700.0,21655.0,21699.0,1804
2025-05-14 03:00:00,21698.0,21717.0,21675.0,21700.0,1294
2025-05-14 04:00:00,21699.0,21699.0,21665.0,21676.0,1286
2025-05-14 05:00:00,21677.0,21683.0,21673.0,21673.0,100
2025-05-14 08:00:00,21677.0,21718.0,21668.0,21697.0,4157
2025-05-14 09:00:00,21697.0,21728.0,21613.0,21670.0,19867
2025-05-14 10:00:00,21668.0,21687.0,21581.0,21618.0,13146
2025-05-14 11:00:00,21616.0,21690.0,21616.0,21690.0,6991
2025-05-14 12:00:00,21688.0,21783.0,21682.0,21771.0,11465
2025-05-14 13:00:00,21770.0,21785.0,21735.0,21774.0,5553
2025-05-14 15:00:00,21805.0,21882.0,21764.0,21787.0,13137
2025-05-14 16:00:00,21786.0,21799.0,21750.0,21778.0,5946
2025-05-14 17:00:00,21779.0,21791.0,21737.0,21760.0,4154
2025-05-14 18:00:00,21760.0,21796.0,21745.0,21793.0,3460
2025-05-14 19:00:00,21792.0,21849.0,21790.0,21832.0,6575
2025-05-14 20:00:00,21832.0,21888.0,21810.0,21820.0,7816
2025-05-14 21:00:00,21820.0,21848.0,21755.0,21774.0,13600
2025-05-14 22:00:00,21774.0,21850.0,21774.0,21835.0,11148
2025-05-14 23:00:00,21835.0,21835.0,21777.0,21819.0,5511
2025-05-15 00:00:00,21821.0,21845.0,21801.0,21816.0,3168
2025-05-15 01:00:00,21816.0,21820.0,21748.0,21806.0,4976
2025-05-15 02:00:00,21807.0,21827.0,21776.0,21810.0,1589
2025-05-15 03:00:00,21811.0,21823.0,21779.0,21816.0,1112
2025-05-15 04:00:00,21815.0,21825.0,21802.0,21820.0,622
2025-05-15 05:00:00,21821.0,21823.0,21817.0,21819.0,34
